FinalBatches,FinalBatchesIndexes,FinalPermutationIndex,TestLoss,TestCorrect,TestTotal,TestAcc
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 0, 3, 5, 4, 2)",131,2.4172406792640686,1505,2048,0.73486328125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 0, 4, 2, 3, 5)",132,2.4397860765457153,1514,2048,0.7392578125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 0, 4, 2, 5, 3)",133,2.442602515220642,1572,2048,0.767578125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 0, 4, 3, 2, 5)",134,2.4287819266319275,1449,2048,0.70751953125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 0, 4, 3, 5, 2)",135,2.4257951378822327,1424,2048,0.6953125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 0, 4, 5, 2, 3)",136,2.4359384179115295,1548,2048,0.755859375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 0, 4, 5, 3, 2)",137,2.430000126361847,1456,2048,0.7109375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 0, 5, 2, 3, 4)",138,2.434353828430176,1662,2048,0.8115234375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 0, 5, 2, 4, 3)",139,2.438391089439392,1660,2048,0.810546875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 0, 5, 3, 2, 4)",140,2.4208563566207886,1563,2048,0.76318359375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 0, 5, 3, 4, 2)",141,2.418940544128418,1471,2048,0.71826171875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 0, 5, 4, 2, 3)",142,2.431101977825165,1566,2048,0.7646484375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 0, 5, 4, 3, 2)",143,2.42501163482666,1473,2048,0.71923828125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 2, 0, 3, 4, 5)",144,2.43549120426178,1585,2048,0.77392578125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 2, 0, 3, 5, 4)",145,2.4344447255134583,1653,2048,0.80712890625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 2, 0, 4, 3, 5)",146,2.4396544694900513,1575,2048,0.76904296875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 2, 0, 4, 5, 3)",147,2.443004071712494,1644,2048,0.802734375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 2, 0, 5, 3, 4)",148,2.440692186355591,1707,2048,0.83349609375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 2, 0, 5, 4, 3)",149,2.4454668164253235,1707,2048,0.83349609375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 2, 3, 0, 4, 5)",150,2.421868324279785,1669,2048,0.81494140625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 2, 3, 0, 5, 4)",151,2.4212902784347534,1728,2048,0.84375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 2, 3, 4, 0, 5)",152,2.4165663719177246,1686,2048,0.8232421875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 2, 3, 4, 5, 0)",153,2.412394404411316,1785,2048,0.87158203125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 2, 3, 5, 0, 4)",154,2.4187528491020203,1812,2048,0.884765625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 2, 3, 5, 4, 0)",155,2.4149511456489563,1850,2048,0.9033203125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 2, 4, 0, 3, 5)",156,2.4392634630203247,1621,2048,0.79150390625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 2, 4, 0, 5, 3)",157,2.442945122718811,1680,2048,0.8203125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 2, 4, 3, 0, 5)",158,2.429050028324127,1639,2048,0.80029296875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 2, 4, 3, 5, 0)",159,2.4243613481521606,1737,2048,0.84814453125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 2, 4, 5, 0, 3)",160,2.439244270324707,1756,2048,0.857421875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 2, 4, 5, 3, 0)",161,2.430985927581787,1799,2048,0.87841796875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 2, 5, 0, 3, 4)",162,2.43565434217453,1755,2048,0.85693359375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 2, 5, 0, 4, 3)",163,2.4403527975082397,1758,2048,0.8583984375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 2, 5, 3, 0, 4)",164,2.4264923334121704,1785,2048,0.87158203125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 2, 5, 3, 4, 0)",165,2.422562837600708,1829,2048,0.89306640625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711]]","(1, 2, 5, 4, 0, 3)",166,2.435087502002716,1783,2048,0.87060546875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 2, 5, 4, 3, 0)",167,2.4265626668930054,1822,2048,0.8896484375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 3, 0, 2, 4, 5)",168,2.427213966846466,1535,2048,0.74951171875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 3, 0, 2, 5, 4)",169,2.4263420701026917,1596,2048,0.779296875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 3, 0, 4, 2, 5)",170,2.4216161370277405,1456,2048,0.7109375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 3, 0, 4, 5, 2)",171,2.4188347458839417,1427,2048,0.69677734375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 3, 0, 5, 2, 4)",172,2.420644521713257,1562,2048,0.7626953125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 3, 0, 5, 4, 2)",173,2.4184436202049255,1470,2048,0.7177734375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 3, 2, 0, 4, 5)",174,2.424205780029297,1597,2048,0.77978515625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 3, 2, 0, 5, 4)",175,2.423428475856781,1661,2048,0.81103515625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 3, 2, 4, 0, 5)",176,2.417299270629883,1607,2048,0.78466796875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 3, 2, 4, 5, 0)",177,2.4124151468276978,1701,2048,0.83056640625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 3, 2, 5, 0, 4)",178,2.418849289417267,1726,2048,0.8427734375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 3, 2, 5, 4, 0)",179,2.414939820766449,1761,2048,0.85986328125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 3, 4, 0, 2, 5)",180,2.418148458003998,1488,2048,0.7265625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 3, 4, 0, 5, 2)",181,2.415242373943329,1460,2048,0.712890625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180]]","(1, 3, 4, 2, 0, 5)",182,2.417125642299652,1585,2048,0.77392578125
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 3, 4, 2, 5, 0)",183,2.4126725792884827,1683,2048,0.82177734375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 3, 4, 5, 0, 2)",184,2.4086509346961975,1522,2048,0.7431640625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568]]","(1, 3, 4, 5, 2, 0)",185,2.4067850708961487,1661,2048,0.81103515625
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 3, 5, 0, 2, 4)",186,2.413705289363861,1628,2048,0.794921875
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343]]","(1, 3, 5, 0, 4, 2)",187,2.4111835956573486,1528,2048,0.74609375
"[[15989, 27283, 20194, 26260, 41465, 57575, 48895, 41019], [23823, 10568, 58247, 22815, 29957, 10265, 44131, 30711], [30261, 8319, 46896, 57186, 50804, 3380, 50311, 12180], [7978, 14282, 40909, 53509, 43081, 47294, 48253, 27343], [32892, 1816, 27148, 52392, 44158, 11911, 33024, 39568], [16080, 46010, 59768, 12399, 57101, 54368, 23095, 19446]]","(1, 3, 5, 2, 0, 4)",188,2.4137229919433594,1719,2048,0.83935546875
